Biology & Life Science,Business,Computers & Mathematics,Education,Engineering,Health,Humanities & Liberal Arts,Physical Sciences,Social Science
35.36578770646542,31.515714331615474,38.47053332141307,25.295401748736555,41.407122375126434,33.19889977374698,26.721049664099993,38.326263136539154,31.284656647962933
36.53503614953046,32.580150893126934,39.99974000524125,24.98968281577638,42.47978113884148,32.83974177856784,28.840994665338407,40.86113974033896,34.79306026024268
41.709938268457144,35.310154089677084,43.205380438394165,25.86953768943171,44.25545499320743,34.670629876586226,28.757137873427464,46.1664705620794,33.62233792180989
41.87448906947688,37.29293198603063,48.96764127441035,25.483899063325325,49.69846635452326,35.889915914324945,31.17268385297279,50.83224254091558,36.44995189755532
46.20537608385234,39.57084049998825,53.63602446038538,29.608283287973688,54.13755328435396,36.498900367255764,32.96678268029122,47.26191166440538,39.498474616263614
