FOD1P,total,men,women,total median,women median,men median,Major,Major_Category
6100.0,50263,11201,39062,35000,35000,35348,GENERAL MEDICAL AND HEALTH SERVICES,Health
6102.0,45154,2303,42851,38509,38380,64178,COMMUNICATION DISORDERS SCIENCES AND SERVICES,Health
6103.0,24013,5274,18739,37964,37939,39000,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,Health
6104.0,12722,1868,10854,35726,35713,49115,MEDICAL ASSISTING SERVICES,Health
6105.0,19928,5251,14677,44000,40000,50000,MEDICAL TECHNOLOGIES TECHNICIANS,Health
6106.0,15168,6209,8959,42954,42000,48486,HEALTH AND MEDICAL PREPARATORY PROGRAMS,Health
6107.0,248979,27970,221009,50000,50000,50000,NURSING,Health
6108.0,26895,11563,15332,55831,52000,57936,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,Health
6109.0,55494,14707,40787,35000,35000,39784,TREATMENT THERAPY PROFESSIONS,Health
6110.0,26683,5391,21292,40000,40000,44188,COMMUNITY AND PUBLIC HEALTH,Health
6199.0,12899,883,12016,34355,33436,35613,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,Health
6200.0,263174,155956,107218,40000,40000,40983,GENERAL BUSINESS,Business
6201.0,214372,106224,108148,47000,45000,48000,ACCOUNTING,Business
6202.0,3801,2419,1382,74389,63699,75000,ACTUARIAL SCIENCE,Business
6203.0,323759,162811,160948,40000,38811,41000,BUSINESS MANAGEMENT AND ADMINISTRATION,Business
6204.0,13935,8213,5722,50000,50000,52425,OPERATIONS LOGISTICS AND E-COMMERCE,Business
6205.0,16416,9844,6572,42532,40000,50839,BUSINESS ECONOMICS,Business
6206.0,202977,75784,127193,40000,40000,40000,MARKETING AND MARKETING RESEARCH,Business
6207.0,179269,119245,60024,50000,45869,50000,FINANCE,Business
6209.0,22236,5047,17189,35000,35000,33988,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,Business
6210.0,26602,10289,16313,42453,40000,51533,INTERNATIONAL BUSINESS,Business
6211.0,46085,15021,31064,33070,31247,35000,HOSPITALITY MANAGEMENT,Business
6212.0,21429,13875,7554,54000,53795,54804,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,Business
6299.0,21884,10588,11296,35000,30000,40000,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,Business
6402.0,155307,90669,64638,36000,35990,36000,HISTORY,Humanities & Liberal Arts
6403.0,1357,834,523,34492,36836,33441,UNITED STATES HISTORY,Humanities & Liberal Arts
