FOD1P,total,men,women,total median,women median,men median,Major,Major_Category
2308.0,5768,1745,4023,33378,32426,37926,SCIENCE AND COMPUTER TEACHER EDUCATION,Education
2309.0,17716,7113,10603,36000,37000,35512,SECONDARY TEACHER EDUCATION,Education
2310.0,28880,1548,27332,36842,36993,36641,SPECIAL NEEDS EDUCATION,Education
2311.0,19416,10001,9415,36000,36000,36000,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Education
2312.0,16406,3131,13275,32000,31242,37506,TEACHER EDUCATION: MULTIPLE LEVELS,Education
2313.0,31889,3164,28725,36168,37000,29978,LANGUAGE AND DRAMA EDUCATION,Education
2314.0,33738,10256,23482,33712,33456,35810,ART AND MUSIC EDUCATION,Education
2399.0,11075,4097,6978,33000,32000,39507,MISCELLANEOUS EDUCATION,Education
2400.0,61368,45322,16046,55000,48810,57773,GENERAL ENGINEERING,Engineering
2401.0,14045,12636,1409,60000,56005,60000,AEROSPACE ENGINEERING,Engineering
2402.0,11039,7475,3564,37871,37757,38830,BIOLOGICAL ENGINEERING,Engineering
2403.0,3277,2354,923,56801,54884,60725,ARCHITECTURAL ENGINEERING,Engineering
2404.0,11327,6759,4568,40126,55839,30599,BIOMEDICAL ENGINEERING,Engineering
2405.0,32527,21734,10793,55000,56188,55000,CHEMICAL ENGINEERING,Engineering
2406.0,47112,34437,12675,52000,52000,52623,CIVIL ENGINEERING,Engineering
2407.0,40657,32910,7747,62000,70000,60097,COMPUTER ENGINEERING,Engineering
2408.0,81116,65274,15842,60000,65000,60000,ELECTRICAL ENGINEERING,Engineering
2409.0,4123,3300,823,64711,33556,65000,ENGINEERING MECHANICS PHYSICS AND SCIENCE,Engineering
2410.0,3266,2204,1062,42163,29422,49801,ENVIRONMENTAL ENGINEERING,Engineering
2411.0,1221,1025,196,58738,70000,55180,GEOLOGICAL AND GEOPHYSICAL ENGINEERING,Engineering
2412.0,18366,12606,5760,59089,60442,56000,INDUSTRIAL AND MANUFACTURING ENGINEERING,Engineering
2413.0,2863,2339,524,48503,50614,44647,MATERIALS ENGINEERING AND MATERIALS SCIENCE,Engineering
2414.0,91535,79277,12258,58000,57256,58000,MECHANICAL ENGINEERING,Engineering
2415.0,993,908,85,32850,-1,32850,METALLURGICAL ENGINEERING,Engineering
2416.0,489,451,38,75596,65000,78872,MINING AND MINERAL ENGINEERING,Engineering
2417.0,910,862,48,66728,80000,63076,NAVAL ARCHITECTURE AND MARINE ENGINEERING,Engineering
2418.0,1928,1841,87,60000,36000,60000,NUCLEAR ENGINEERING,Engineering
2419.0,1813,1599,214,110103,120000,106217,PETROLEUM ENGINEERING,Engineering
2499.0,8025,6387,1638,50000,48811,55000,MISCELLANEOUS ENGINEERING,Engineering
2500.0,3493,2389,1104,47243,28408,48068,ENGINEERING TECHNOLOGIES,Engineering
2501.0,2977,2507,470,55328,63342,46928,ENGINEERING AND INDUSTRIAL MANAGEMENT,Engineering
2502.0,12663,9462,3201,56803,49545,55750,ELECTRICAL ENGINEERING TECHNOLOGY,Engineering
2503.0,4088,3723,365,55503,54952,54170,INDUSTRIAL PRODUCTION TECHNOLOGIES,Engineering
2504.0,4745,4470,275,35259,92000,35000,MECHANICAL ENGINEERING RELATED TECHNOLOGIES,Engineering
2599.0,10079,7008,3071,49103,35666,55000,MISCELLANEOUS ENGINEERING TECHNOLOGIES,Engineering
2601.0,16897,5689,11208,30000,27698,30000,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,Humanities & Liberal Arts
2602.0,48595,11193,37402,33089,33898,28000,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,Humanities & Liberal Arts
2603.0,11486,4848,6638,33798,36972,28082,OTHER FOREIGN LANGUAGES,Humanities & Liberal Arts
2901.0,56893,4832,52061,31668,31000,41071,FAMILY AND CONSUMER SCIENCES,Industrial Arts & Consumer Services
3201.0,762,705,57,50309,35964,50492,COURT REPORTING,Law & Public Policy
3202.0,14635,5128,9507,36000,36000,27859,PRE-LAW AND LEGAL STUDIES,Law & Public Policy
3301.0,181302,55507,125795,33000,33000,33140,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts
3302.0,18199,7289,10910,32047,35000,30091,COMPOSITION AND RHETORIC,Humanities & Liberal Arts
3401.0,63147,19234,43913,32107,32000,32419,LIBERAL ARTS,Humanities & Liberal Arts
3402.0,6431,2321,4110,32410,39438,30056,HUMANITIES,Humanities & Liberal Arts
3501.0,666,75,591,20000,20000,-1,LIBRARY SCIENCE,Education
3600.0,274186,109047,165139,34000,34000,33000,BIOLOGY,Biology & Life Science
3601.0,39373,17649,21724,31000,28000,33245,BIOCHEMICAL SCIENCES,Biology & Life Science
3602.0,1998,758,1240,25597,25178,29229,BOTANY,Biology & Life Science
3603.0,22245,9361,12884,37100,35594,40255,MOLECULAR BIOLOGY,Biology & Life Science
3604.0,8186,3236,4950,30000,34827,23678,ECOLOGY,Biology & Life Science
3605.0,2053,1249,804,24232,30472,16144,GENETICS,Biology & Life Science
3606.0,14550,6089,8461,43674,48908,39830,MICROBIOLOGY,Biology & Life Science
3607.0,1940,251,1689,54285,83881,40000,PHARMACOLOGY,Biology & Life Science
3608.0,21249,8848,12401,35000,39837,23082,PHYSIOLOGY,Biology & Life Science
3609.0,7982,2787,5195,21657,22800,21407,ZOOLOGY,Biology & Life Science
3611.0,10984,3938,7046,42094,45739,32902,NEUROSCIENCE,Biology & Life Science
3699.0,11414,4934,6480,31878,34375,28609,MISCELLANEOUS BIOLOGY,Biology & Life Science
3700.0,70862,39043,31819,45000,40361,49893,MATHEMATICS,Computers & Mathematics
3701.0,5703,3542,2161,40000,34220,46187,APPLIED MATHEMATICS,Computers & Mathematics
3702.0,4940,1894,3046,29855,28173,31584,STATISTICS AND DECISION SCIENCE,Computers & Mathematics
3801.0,136,136,0,40000,-1,40000,MILITARY TECHNOLOGIES,Industrial Arts & Consumer Services
4000.0,9456,1325,8131,34757,35000,33024,MULTI/INTERDISCIPLINARY STUDIES,Interdisciplinary
4001.0,24777,8761,16016,35000,32510,35689,INTERCULTURAL AND INTERNATIONAL STUDIES,Humanities & Liberal Arts
4002.0,17156,2146,15010,35000,35000,31200,NUTRITION SCIENCES,Health
4005.0,618,563,55,75356,41500,75592,MATHEMATICS AND COMPUTER SCIENCE,Computers & Mathematics
4006.0,3525,1169,2356,38010,37459,42028,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,Biology & Life Science
4007.0,9557,2603,6954,30421,30000,35430,INTERDISCIPLINARY SOCIAL SCIENCES,Social Science
4101.0,114699,53566,61133,35000,35000,35000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,Industrial Arts & Consumer Services
4801.0,60145,34435,25710,30633,30300,30721,PHILOSOPHY AND RELIGIOUS STUDIES,Humanities & Liberal Arts
4901.0,27531,16970,10561,27000,25038,30000,THEOLOGY AND RELIGIOUS VOCATIONS,Humanities & Liberal Arts
5000.0,1169,845,324,29574,20000,35598,PHYSICAL SCIENCES,Physical Sciences
5001.0,2106,1001,1105,34224,46935,25104,ASTRONOMY AND ASTROPHYSICS,Physical Sciences
5002.0,4058,3157,901,35152,28000,39125,ATMOSPHERIC SCIENCES AND METEOROLOGY,Physical Sciences
5003.0,67252,32906,34346,33067,36000,30000,CHEMISTRY,Physical Sciences
5004.0,10893,5848,5045,38266,46956,37678,GEOLOGY AND EARTH SCIENCE,Physical Sciences
5005.0,1900,965,935,33045,36748,27189,GEOSCIENCES,Physical Sciences
5006.0,2722,991,1731,44804,45957,40233,OCEANOGRAPHY,Physical Sciences
5007.0,31248,21808,9440,31890,30477,33415,PHYSICS,Physical Sciences
5008.0,4509,3464,1045,46828,71002,40768,MATERIALS SCIENCE,Engineering
5098.0,57396,26098,31298,35000,32000,35401,MULTI-DISCIPLINARY OR GENERAL SCIENCE,Physical Sciences
5102.0,2022,446,1576,48156,44922,52279,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES",Physical Sciences
5200.0,390571,79801,310770,32624,32000,35000,PSYCHOLOGY,Psychology & Social Work
5201.0,2094,357,1737,31607,39886,28000,EDUCATIONAL PSYCHOLOGY,Psychology & Social Work
5202.0,1978,558,1420,15466,15623,15945,CLINICAL PSYCHOLOGY,Psychology & Social Work
5203.0,5470,1063,4407,25000,25000,23810,COUNSELING PSYCHOLOGY,Psychology & Social Work
5205.0,3495,802,2693,52122,52754,49593,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,Psychology & Social Work
5206.0,1018,398,620,38601,27601,47474,SOCIAL PSYCHOLOGY,Psychology & Social Work
5299.0,8698,1630,7068,30620,28666,37881,MISCELLANEOUS PSYCHOLOGY,Psychology & Social Work
5301.0,148286,74892,73394,34000,31139,35499,CRIMINAL JUSTICE AND FIRE PROTECTION,Law & Public Policy
5401.0,5727,3222,2505,34289,22511,38200,PUBLIC ADMINISTRATION,Law & Public Policy
5402.0,5150,2280,2870,49591,67000,45000,PUBLIC POLICY,Law & Public Policy
5403.0,7817,883,6934,32207,30189,59535,HUMAN SERVICES AND COMMUNITY ORGANIZATION,Psychology & Social Work
5404.0,45964,3325,42639,32000,32000,32000,SOCIAL WORK,Psychology & Social Work
5500.0,15151,4740,10411,34214,32551,40000,GENERAL SOCIAL SCIENCES,Social Science
5501.0,134170,91056,43114,48000,46363,49000,ECONOMICS,Social Science
5502.0,38527,10643,27884,30000,29393,34812,ANTHROPOLOGY AND ARCHEOLOGY,Humanities & Liberal Arts
5503.0,18811,11393,7418,35000,33626,35000,CRIMINOLOGY,Social Science
5504.0,16307,9182,7125,41273,39000,45000,GEOGRAPHY,Social Science
5505.0,26242,9817,16425,41447,47554,40000,INTERNATIONAL RELATIONS,Social Science
5506.0,185989,96115,89874,38000,37000,40000,POLITICAL SCIENCE AND GOVERNMENT,Social Science
5507.0,115693,33239,82454,34000,34601,33290,SOCIOLOGY,Social Science
5599.0,2843,1165,1678,30000,32654,28421,MISCELLANEOUS SOCIAL SCIENCES,Social Science
5601.0,16273,14943,1330,48480,54338,48048,CONSTRUCTION SERVICES,Industrial Arts & Consumer Services
5701.0,2145,1692,453,38770,25230,42262,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",Industrial Arts & Consumer Services
5901.0,14955,13705,1250,35279,21381,35745,TRANSPORTATION SCIENCES AND TECHNOLOGIES,Industrial Arts & Consumer Services
6000.0,67112,22498,44614,32000,30591,32200,FINE ARTS,Arts
6001.0,43744,13141,30603,27774,29731,20288,DRAMA AND THEATER ARTS,Arts
6002.0,58228,28679,29549,30000,28000,35000,MUSIC,Arts
6003.0,18514,4364,14150,32820,34505,30091,VISUAL AND PERFORMING ARTS,Arts
6004.0,95260,26822,68438,33788,32000,40000,COMMERCIAL ART AND GRAPHIC DESIGN,Arts
6005.0,36631,21702,14929,33304,34000,30024,FILM VIDEO AND PHOTOGRAPHIC ARTS,Arts
6006.0,22318,2864,19454,38090,37882,42537,ART HISTORY AND CRITICISM,Humanities & Liberal Arts
6007.0,16046,4716,11330,30000,31398,29888,STUDIO ARTS,Arts
6099.0,2645,1575,1070,47685,25867,63829,MISCELLANEOUS FINE ARTS,Arts
6100.0,30506,6909,23597,35680,37375,32095,GENERAL MEDICAL AND HEALTH SERVICES,Health
6102.0,35744,553,35191,44352,43365,55948,COMMUNICATION DISORDERS SCIENCES AND SERVICES,Health
6103.0,16712,4155,12557,35000,32848,35000,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,Health
6104.0,10048,402,9646,41984,40635,61673,MEDICAL ASSISTING SERVICES,Health
6105.0,16851,3692,13159,45681,47665,41744,MEDICAL TECHNOLOGIES TECHNICIANS,Health
6106.0,9767,4477,5290,45272,54736,44302,HEALTH AND MEDICAL PREPARATORY PROGRAMS,Health
6107.0,193038,18680,174358,48405,48596,48000,NURSING,Health
6108.0,23649,8107,15542,71390,58486,73623,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,Health
6109.0,44777,10328,34449,38000,38000,38000,TREATMENT THERAPY PROFESSIONS,Health
6110.0,15484,3128,12356,37926,31537,44887,COMMUNITY AND PUBLIC HEALTH,Health
6199.0,12648,1954,10694,35679,35000,36549,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,Health
6200.0,229132,129948,99184,40000,36000,40000,GENERAL BUSINESS,Business
6201.0,191881,87292,104589,46000,46000,46000,ACCOUNTING,Business
6202.0,3374,1712,1662,60000,56314,60385,ACTUARIAL SCIENCE,Business
6203.0,324683,167812,156871,38000,36000,40000,BUSINESS MANAGEMENT AND ADMINISTRATION,Business
6204.0,9402,6351,3051,47004,50906,45000,OPERATIONS LOGISTICS AND E-COMMERCE,Business
6205.0,14473,7933,6540,44046,42269,44660,BUSINESS ECONOMICS,Business
6206.0,198124,77252,120872,38000,38000,37202,MARKETING AND MARKETING RESEARCH,Business
6207.0,171313,111887,59426,46000,43784,48000,FINANCE,Business
6209.0,22524,7143,15381,39896,38000,39261,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,Business
6210.0,25427,10473,14954,38906,37180,44000,INTERNATIONAL BUSINESS,Business
6211.0,42426,14619,27807,32000,32000,30000,HOSPITALITY MANAGEMENT,Business
6212.0,18382,12201,6181,50000,47138,50000,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,Business
6299.0,17080,9199,7881,37000,38500,35000,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,Business
6402.0,141904,74850,67054,35000,32000,38000,HISTORY,Humanities & Liberal Arts
6403.0,3747,2517,1230,39761,33128,40000,UNITED STATES HISTORY,Humanities & Liberal Arts
