FOD1P,total,men,women,total median,women median,men median,Major,Major_Category
2101.0,5911,4429,1482,41328,48374,40528,COMPUTER PROGRAMMING AND DATA PROCESSING,Computers & Mathematics
2102.0,134694,103290,31404,53000,52000,53655,COMPUTER SCIENCE,Computers & Mathematics
2105.0,11364,8994,2370,40000,34587,47175,INFORMATION SCIENCES,Computers & Mathematics
2106.0,8783,6881,1902,34056,34582,33131,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,Computers & Mathematics
2107.0,7023,5049,1974,35283,44940,34117,COMPUTER NETWORKING AND TELECOMMUNICATIONS,Computers & Mathematics
2201.0,11294,4504,6790,24256,23575,25513,COSMETOLOGY SERVICES AND CULINARY ARTS,Industrial Arts & Consumer Services
2300.0,145679,28577,117102,35000,35000,37000,GENERAL EDUCATION,Education
2301.0,762,77,685,42992,39735,45714,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Education
2303.0,1083,330,753,42185,42044,43000,SCHOOL STUDENT COUNSELING,Education
2304.0,167305,13589,153716,34000,34000,34037,ELEMENTARY EDUCATION,Education
2305.0,14834,4277,10557,35000,35000,33418,MATHEMATICS TEACHER EDUCATION,Education
2306.0,30186,16426,13760,34747,35000,34238,PHYSICAL AND HEALTH EDUCATION TEACHING,Education
2307.0,42093,882,41211,29000,29000,31000,EARLY CHILDHOOD EDUCATION,Education
2308.0,6611,1769,4842,31373,30928,40259,SCIENCE AND COMPUTER TEACHER EDUCATION,Education
2309.0,16789,6582,10207,32645,32000,36000,SECONDARY TEACHER EDUCATION,Education
2310.0,30439,4212,26227,35000,35000,38157,SPECIAL NEEDS EDUCATION,Education
2311.0,19812,9235,10577,35000,34346,38000,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Education
2312.0,15072,2708,12364,35097,35348,35314,TEACHER EDUCATION: MULTIPLE LEVELS,Education
2313.0,30951,3745,27206,35000,35000,36761,LANGUAGE AND DRAMA EDUCATION,Education
2314.0,36253,12488,23765,32000,30000,36161,ART AND MUSIC EDUCATION,Education
2399.0,10335,4425,5910,35000,32000,35671,MISCELLANEOUS EDUCATION,Education
2400.0,66599,48557,18042,56257,55000,57000,GENERAL ENGINEERING,Engineering
2401.0,17579,14733,2846,62121,68000,60000,AEROSPACE ENGINEERING,Engineering
2402.0,7977,4753,3224,54709,55133,50000,BIOLOGICAL ENGINEERING,Engineering
2403.0,1953,1662,291,59350,60000,58157,ARCHITECTURAL ENGINEERING,Engineering
2404.0,15175,8996,6179,56173,49404,61517,BIOMEDICAL ENGINEERING,Engineering
2405.0,32815,21078,11737,65000,64106,65000,CHEMICAL ENGINEERING,Engineering
2406.0,57412,45074,12338,50000,50000,50000,CIVIL ENGINEERING,Engineering
2407.0,41946,34329,7617,60000,65000,60000,COMPUTER ENGINEERING,Engineering
2408.0,79039,62711,16328,64000,69521,63000,ELECTRICAL ENGINEERING,Engineering
2409.0,4058,3345,713,53192,82540,43646,ENGINEERING MECHANICS PHYSICS AND SCIENCE,Engineering
2410.0,4039,2342,1697,54000,46758,52901,ENVIRONMENTAL ENGINEERING,Engineering
2411.0,322,160,162,27116,41790,14400,GEOLOGICAL AND GEOPHYSICAL ENGINEERING,Engineering
2412.0,19669,12493,7176,55855,64139,50619,INDUSTRIAL AND MANUFACTURING ENGINEERING,Engineering
2413.0,2838,1539,1299,40845,13123,50000,MATERIALS ENGINEERING AND MATERIALS SCIENCE,Engineering
2414.0,93359,83778,9581,60000,63000,60000,MECHANICAL ENGINEERING,Engineering
2415.0,644,459,185,28243,-1,28243,METALLURGICAL ENGINEERING,Engineering
2416.0,802,696,106,80821,-1,80821,MINING AND MINERAL ENGINEERING,Engineering
2417.0,1804,1498,306,64943,75000,47598,NAVAL ARCHITECTURE AND MARINE ENGINEERING,Engineering
2418.0,3548,2992,556,67434,48028,66686,NUCLEAR ENGINEERING,Engineering
2419.0,3632,3330,302,106690,61363,111037,PETROLEUM ENGINEERING,Engineering
2499.0,10026,7974,2052,51521,54420,51098,MISCELLANEOUS ENGINEERING,Engineering
2500.0,3756,3337,419,46769,41269,48408,ENGINEERING TECHNOLOGIES,Engineering
2501.0,2912,2155,757,34647,25559,36483,ENGINEERING AND INDUSTRIAL MANAGEMENT,Engineering
2502.0,10859,7147,3712,57192,57627,57196,ELECTRICAL ENGINEERING TECHNOLOGY,Engineering
2503.0,3872,3014,858,43647,61843,38804,INDUSTRIAL PRODUCTION TECHNOLOGIES,Engineering
2504.0,5578,5026,552,45340,47446,45064,MECHANICAL ENGINEERING RELATED TECHNOLOGIES,Engineering
2599.0,6571,5527,1044,45000,41375,45000,MISCELLANEOUS ENGINEERING TECHNOLOGIES,Engineering
2601.0,17658,4499,13159,29351,26000,33404,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,Humanities & Liberal Arts
2602.0,49494,14995,34499,38000,38172,38000,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,Humanities & Liberal Arts
2603.0,13092,2528,10564,28000,28000,31656,OTHER FOREIGN LANGUAGES,Humanities & Liberal Arts
2901.0,58799,5076,53723,28181,28000,30000,FAMILY AND CONSUMER SCIENCES,Industrial Arts & Consumer Services
3201.0,838,465,373,58491,30000,61339,COURT REPORTING,Law & Public Policy
3202.0,12783,4783,8000,40724,35142,59123,PRE-LAW AND LEGAL STUDIES,Law & Public Policy
3301.0,200790,58583,142207,32000,31440,33000,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts
3302.0,18918,5583,13335,26235,26000,28655,COMPOSITION AND RHETORIC,Humanities & Liberal Arts
3401.0,76371,25195,51176,32000,31955,32000,LIBERAL ARTS,Humanities & Liberal Arts
3402.0,7707,2488,5219,23000,24062,25234,HUMANITIES,Humanities & Liberal Arts
3501.0,918,92,826,26239,22000,32000,LIBRARY SCIENCE,Education
3600.0,287528,117411,170117,35000,35000,34159,BIOLOGY,Biology & Life Science
3601.0,41920,20922,20998,37737,38046,37827,BIOCHEMICAL SCIENCES,Biology & Life Science
3602.0,1009,551,458,21613,35727,10800,BOTANY,Biology & Life Science
3603.0,16747,6214,10533,40000,40000,36978,MOLECULAR BIOLOGY,Biology & Life Science
3604.0,9873,4302,5571,30473,30000,32764,ECOLOGY,Biology & Life Science
3605.0,3598,1894,1704,25870,30779,8066,GENETICS,Biology & Life Science
3606.0,15999,6486,9513,33864,30000,40000,MICROBIOLOGY,Biology & Life Science
3607.0,1932,321,1611,24883,17522,29248,PHARMACOLOGY,Biology & Life Science
3608.0,23196,8906,14290,44522,50218,38960,PHYSIOLOGY,Biology & Life Science
3609.0,8170,3128,5042,24395,26000,23894,ZOOLOGY,Biology & Life Science
3611.0,16369,5936,10433,35000,35000,27948,NEUROSCIENCE,Biology & Life Science
3699.0,10873,5547,5326,30000,23615,32320,MISCELLANEOUS BIOLOGY,Biology & Life Science
3700.0,78919,45038,33881,42728,42000,44000,MATHEMATICS,Computers & Mathematics
3701.0,4134,2611,1523,56186,55139,67000,APPLIED MATHEMATICS,Computers & Mathematics
3702.0,6088,3034,3054,54546,58926,50976,STATISTICS AND DECISION SCIENCE,Computers & Mathematics
3801.0,108,108,0,120000,-1,120000,MILITARY TECHNOLOGIES,Industrial Arts & Consumer Services
4000.0,15846,4499,11347,36771,36200,38341,MULTI/INTERDISCIPLINARY STUDIES,Interdisciplinary
4001.0,27491,8804,18687,34180,34000,34283,INTERCULTURAL AND INTERNATIONAL STUDIES,Humanities & Liberal Arts
4002.0,21031,3659,17372,36000,36000,36293,NUTRITION SCIENCES,Health
4005.0,663,454,209,38263,30000,52000,MATHEMATICS AND COMPUTER SCIENCE,Computers & Mathematics
4006.0,3673,2227,1446,37758,26692,42218,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,Biology & Life Science
4007.0,12093,2637,9456,33000,33000,38208,INTERDISCIPLINARY SOCIAL SCIENCES,Social Science
4101.0,138348,69558,68790,33028,30431,34000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,Industrial Arts & Consumer Services
4801.0,54228,31893,22335,35000,37134,32518,PHILOSOPHY AND RELIGIOUS STUDIES,Humanities & Liberal Arts
4901.0,32977,19452,13525,28906,26784,29169,THEOLOGY AND RELIGIOUS VOCATIONS,Humanities & Liberal Arts
5000.0,1144,889,255,23931,36076,23573,PHYSICAL SCIENCES,Physical Sciences
5001.0,1045,329,716,69862,74810,12000,ASTRONOMY AND ASTROPHYSICS,Physical Sciences
5002.0,5286,3848,1438,45463,42571,46079,ATMOSPHERIC SCIENCES AND METEOROLOGY,Physical Sciences
5003.0,69268,33731,35537,35000,32000,36000,CHEMISTRY,Physical Sciences
5004.0,10717,5156,5561,32000,31296,34000,GEOLOGY AND EARTH SCIENCE,Physical Sciences
5005.0,2140,832,1308,23418,21726,25000,GEOSCIENCES,Physical Sciences
5006.0,2164,711,1453,34870,29365,47287,OCEANOGRAPHY,Physical Sciences
5007.0,34315,27021,7294,35000,36000,36741,PHYSICS,Physical Sciences
5008.0,4391,2816,1575,27318,27502,26763,MATERIALS SCIENCE,Engineering
5098.0,70247,28716,41531,37000,34962,42721,MULTI-DISCIPLINARY OR GENERAL SCIENCE,Physical Sciences
5102.0,2288,587,1701,42824,38000,59177,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES",Physical Sciences
5200.0,392733,83261,309472,32000,32000,32000,PSYCHOLOGY,Psychology & Social Work
5201.0,2614,546,2068,26424,33317,24000,EDUCATIONAL PSYCHOLOGY,Psychology & Social Work
5202.0,3446,669,2777,26201,32000,23008,CLINICAL PSYCHOLOGY,Psychology & Social Work
5203.0,4302,1273,3029,29360,26547,28730,COUNSELING PSYCHOLOGY,Psychology & Social Work
5205.0,3097,746,2351,23863,20377,32300,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,Psychology & Social Work
5206.0,1850,176,1674,30679,30000,45000,SOCIAL PSYCHOLOGY,Psychology & Social Work
5299.0,10350,2639,7711,30000,30000,41266,MISCELLANEOUS PSYCHOLOGY,Psychology & Social Work
5301.0,165391,89991,75400,34000,32992,35000,CRIMINAL JUSTICE AND FIRE PROTECTION,Law & Public Policy
5401.0,4530,1941,2589,39378,20638,43374,PUBLIC ADMINISTRATION,Law & Public Policy
5402.0,7839,2878,4961,52000,46218,56692,PUBLIC POLICY,Law & Public Policy
5403.0,11203,559,10644,28976,30000,22652,HUMAN SERVICES AND COMMUNITY ORGANIZATION,Psychology & Social Work
5404.0,58172,5669,52503,31709,32000,30000,SOCIAL WORK,Psychology & Social Work
5500.0,11309,4881,6428,38000,37860,38255,GENERAL SOCIAL SCIENCES,Social Science
5501.0,140320,91337,48983,45000,45000,44000,ECONOMICS,Social Science
5502.0,42601,12630,29971,30000,32534,26000,ANTHROPOLOGY AND ARCHEOLOGY,Humanities & Liberal Arts
5503.0,20227,9619,10608,35000,35000,35600,CRIMINOLOGY,Social Science
5504.0,21604,12949,8655,38000,35000,38000,GEOGRAPHY,Social Science
5505.0,30420,9519,20901,41903,42000,36470,INTERNATIONAL RELATIONS,Social Science
5506.0,184530,97274,87256,40000,38000,41729,POLITICAL SCIENCE AND GOVERNMENT,Social Science
5507.0,120478,33822,86656,34000,32000,40000,SOCIOLOGY,Social Science
5599.0,3410,2084,1326,40000,40163,33649,MISCELLANEOUS SOCIAL SCIENCES,Social Science
5601.0,19999,18218,1781,50000,47166,50000,CONSTRUCTION SERVICES,Industrial Arts & Consumer Services
5701.0,3484,3228,256,32369,22500,32624,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",Industrial Arts & Consumer Services
5901.0,14863,12132,2731,29626,18229,30000,TRANSPORTATION SCIENCES AND TECHNOLOGIES,Industrial Arts & Consumer Services
6000.0,81249,25649,55600,30000,30000,33648,FINE ARTS,Arts
6001.0,43109,14120,28989,26117,26000,28646,DRAMA AND THEATER ARTS,Arts
6002.0,62271,30169,32102,29300,29482,28400,MUSIC,Arts
6003.0,17904,5887,12017,30000,28965,32054,VISUAL AND PERFORMING ARTS,Arts
6004.0,114395,38854,75541,34000,32000,35000,COMMERCIAL ART AND GRAPHIC DESIGN,Arts
6005.0,40157,22128,18029,30000,29990,32000,FILM VIDEO AND PHOTOGRAPHIC ARTS,Arts
6006.0,19276,3435,15841,31001,31124,31027,ART HISTORY AND CRITICISM,Humanities & Liberal Arts
6007.0,16992,3907,13085,28000,28800,25110,STUDIO ARTS,Arts
6099.0,3454,2131,1323,49943,47770,46327,MISCELLANEOUS FINE ARTS,Arts
6100.0,37105,8007,29098,38357,35753,48630,GENERAL MEDICAL AND HEALTH SERVICES,Health
6102.0,38504,1085,37419,47207,46871,48122,COMMUNICATION DISORDERS SCIENCES AND SERVICES,Health
6103.0,19909,4699,15210,36000,35000,40000,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,Health
6104.0,11523,1196,10327,56622,60075,20975,MEDICAL ASSISTING SERVICES,Health
6105.0,16477,4912,11565,45000,45000,44586,MEDICAL TECHNOLOGIES TECHNICIANS,Health
6106.0,12961,5633,7328,40413,34985,49241,HEALTH AND MEDICAL PREPARATORY PROGRAMS,Health
6107.0,231782,24639,207143,48000,48000,50000,NURSING,Health
6108.0,23157,9449,13708,81542,60000,95137,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,Health
6109.0,53802,15626,38176,40000,40000,33661,TREATMENT THERAPY PROFESSIONS,Health
6110.0,22561,5009,17552,31366,30000,40000,COMMUNITY AND PUBLIC HEALTH,Health
6199.0,14247,1396,12851,34406,31842,46825,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,Health
6200.0,240561,130530,110031,40000,40000,41000,GENERAL BUSINESS,Business
6201.0,209208,99701,109507,46309,43000,50000,ACCOUNTING,Business
6202.0,4013,1812,2201,65000,73625,44069,ACTUARIAL SCIENCE,Business
6203.0,336721,181441,155280,38000,35000,40000,BUSINESS MANAGEMENT AND ADMINISTRATION,Business
6204.0,13283,9242,4041,50000,51411,50000,OPERATIONS LOGISTICS AND E-COMMERCE,Business
6205.0,13137,7409,5728,45000,47670,40000,BUSINESS ECONOMICS,Business
6206.0,208418,77886,130532,38000,37000,38474,MARKETING AND MARKETING RESEARCH,Business
6207.0,172431,114272,58159,45000,43000,50000,FINANCE,Business
6209.0,26363,5450,20913,36000,36000,40767,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,Business
6210.0,25729,10178,15551,37552,39397,35240,INTERNATIONAL BUSINESS,Business
6211.0,45051,14305,30746,36000,35000,37969,HOSPITALITY MANAGEMENT,Business
6212.0,19034,14006,5028,47000,40000,47027,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,Business
6299.0,19873,11897,7976,37505,35000,43137,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,Business
6402.0,139758,79990,59768,34825,34000,35000,HISTORY,Humanities & Liberal Arts
6403.0,3362,1544,1818,33462,28529,43617,UNITED STATES HISTORY,Humanities & Liberal Arts
